id,type,ref_to,timestamp,author_name,author_nickname,author_id,author_avatar_url,content
1295534785858375721,21,1295534483659034766,2024-10-14T23:52:42.821+00:00,roberta_24935,Roberta Bavin CA KC Greeter/Mod,1269872908759597148,assets\df6d19d97b04a49ffcafbe7be14c7839-D9CE4.png,
1295534789113282602,Default,,2024-10-14T23:52:43.597+00:00,roberta_24935,Roberta Bavin CA KC Greeter/Mod,1269872908759597148,assets\df6d19d97b04a49ffcafbe7be14c7839-D9CE4.png,Hi there! Please look for a DM from me in a few minutes. Thanks for reaching out!
1295536271367733248,Default,,2024-10-14T23:58:36.994+00:00,goldyloxdc,LeslieSussan[MD],769354163037274122,assets\b32d5c0f9d21373ef9b1d15913123fa2-EE739.png,OK thanks
