id,type,ref_to,timestamp,author_name,author_nickname,author_id,author_avatar_url,content
1292596401791959090,21,1292595216410349731,2024-10-06T21:16:37.467+00:00,roberta_24935,Roberta Bavin CA KC Greeter/Mod,1269872908759597148,assets\df6d19d97b04a49ffcafbe7be14c7839-D9CE4.png,
1292596403775733781,Default,,2024-10-06T21:16:37.94+00:00,roberta_24935,Roberta Bavin CA KC Greeter/Mod,1269872908759597148,assets\df6d19d97b04a49ffcafbe7be14c7839-D9CE4.png,Hi <@799760395161436181> Thanks for reaching out. Here's the link for the training! https://events.democrats.org/event/672393/
1292600416697188393,Default,,2024-10-06T21:32:34.695+00:00,fpereyra,Felicity Pereyra,799760395161436181,assets\72794169802abe675966e44de3d0f75d-3A0B5.png,THANK YOU! 🤗
