id,type,ref_to,timestamp,author_name,author_nickname,author_id,author_avatar_url,content
1281794426439733308,21,1281794233920917665,2024-09-07T01:53:25.852+00:00,jjoannid,Jack Joannides KC text admin,477560366432256000,assets\791c521e62160be1f3df04992f6e5470-36A38.png,
1281794428280766527,Default,,2024-09-07T01:53:26.291+00:00,jjoannid,Jack Joannides KC text admin,477560366432256000,assets\791c521e62160be1f3df04992f6e5470-36A38.png,Looks like you should of gotten a direct message from <@932025725777743923>
1281795175135576085,Default,,2024-09-07T01:56:24.355+00:00,andrewjnla,Andrew Martin [CA[ KC Text Admin,932025725777743923,assets\8156a8c1e23069b2fac6bd70259a5ade-A321B.png,Hi Sandi - I sent you a DM yesterday with instructions on how to set up your Scale to Win account - please check there and let me know if you have any questions. Thank you!
