id,type,ref_to,timestamp,author_name,author_nickname,author_id,author_avatar_url,content
1299108644557820034,21,1299106205851189341,2024-10-24T20:33:57.134+00:00,roberta_24935,Roberta Bavin CA KC Greeter/Mod,1269872908759597148,assets\df6d19d97b04a49ffcafbe7be14c7839-D9CE4.png,
1299108648064123041,Default,,2024-10-24T20:33:57.97+00:00,roberta_24935,Roberta Bavin CA KC Greeter/Mod,1269872908759597148,assets\df6d19d97b04a49ffcafbe7be14c7839-D9CE4.png,Hi <@1299104114919342160> Thanks for being here. This is the TextTeam channel and it seems like you are looking for the <#1298623273566732300> channel. <:thankyou:1252806147396735057>
