id,type,ref_to,timestamp,author_name,author_nickname,author_id,author_avatar_url,content
1278168793977454612,21,1278141281448624169,2024-08-28T01:46:27.712+00:00,nmorris237,Nicole Morris - Text Admin,935762347753103382,assets\27b1e286b65ae02b3378793b5f098411-A7B20.png,
1278168796594704454,Default,,2024-08-28T01:46:28.336+00:00,nmorris237,Nicole Morris - Text Admin,935762347753103382,assets\27b1e286b65ae02b3378793b5f098411-A7B20.png,Hi <@1278014989030133994> Nope! Just waiting up to 24-48 hours -- and keep an eye on your Direct Messages in Discord for updates from a moderator!
