id,type,ref_to,timestamp,author_name,author_nickname,author_id,author_avatar_url,content
1284200097986383915,21,1284195998817587253,2024-09-13T17:12:42.644+00:00,matzahbrei,Rachel Ruben [NY] KC Text Admin,368807878926008341,assets\809f117d179a70576b3870d1aaf1eedb-18781.png,
1284200099991519335,Default,,2024-09-13T17:12:43.122+00:00,matzahbrei,Rachel Ruben [NY] KC Text Admin,368807878926008341,assets\809f117d179a70576b3870d1aaf1eedb-18781.png,"Tony, please check for a DM from <@1257444318222876712>"
