id,type,ref_to,timestamp,author_name,author_nickname,author_id,author_avatar_url,content
1279603004772716544,21,1279576350952394855,2024-09-01T00:45:30.212+00:00,nmorris237,Nicole Morris - Text Admin,935762347753103382,assets\27b1e286b65ae02b3378793b5f098411-A7B20.png,
1279603005963898973,Default,,2024-09-01T00:45:30.496+00:00,nmorris237,Nicole Morris - Text Admin,935762347753103382,assets\27b1e286b65ae02b3378793b5f098411-A7B20.png,Hi <@1276621567220125900> Thanks! You can sign up at https://events.democrats.org/event/672393/ for a training
